Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8399610,2019-01-05 18:42:25,2019-01-05 18:39:43,24558,7514748,24558,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399610/SRR8399610.sralite.1,SRX5208888,217241188_Ankur100-B3S-45-4_S118,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213402,SAMN10696986,simple,32630,synthetic construct,217241188_Ankur100-B3S-45-4_S118_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,0C736E528F82953BB8B02D72A8453F2C,C891FDC54DCA6AA155030C8559FF16AC
SRR8399613,2019-01-05 18:42:25,2019-01-05 18:39:47,23603,7222518,23603,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399613/SRR8399613.sralite.1,SRX5208885,217241189_Ankur103-B3S-45-7_S121,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213399,SAMN10696989,simple,32630,synthetic construct,217241189_Ankur103-B3S-45-7_S121_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,4C4D32CFC3D4869401197E330C19826F,323D0C897AB77645EB869F52F586D6F0
SRR8399511,2019-01-05 18:42:27,2019-01-05 18:39:43,28726,8790156,28726,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399511/SRR8399511.sralite.1,SRX5208987,217241194_Ankur124-C2S-45-4_S142,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213501,SAMN10697034,simple,32630,synthetic construct,217241194_Ankur124-C2S-45-4_S142_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,BA729422E28FAFC081D6040CD311FAD3,D29791EDDA18C78A283CA7359EC82F20
SRR8399571,2019-01-05 18:42:26,2019-01-05 18:39:44,30279,9265374,30279,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399571/SRR8399571.sralite.1,SRX5208927,217241199_Ankur144-D1S-45-8_S162,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213441,SAMN10697070,simple,32630,synthetic construct,217241199_Ankur144-D1S-45-8_S162_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,2F41DD109A111B085C38F80C54731936,562E39BF1219A010587CF45C5F84EBC5
SRR8399494,2019-01-05 18:42:27,2019-01-05 18:39:35,21223,6494238,21223,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399494/SRR8399494.sralite.1,SRX5209004,217241210_Ankur191-B3S-55-7_S209,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213518,SAMN10696997,simple,32630,synthetic construct,217241210_Ankur191-B3S-55-7_S209_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,703EA5356C5049609850304A1AA0011E,50D6D2C18E510557432B8C2533FEE56E
SRR8399852,2019-01-05 18:43:21,2019-01-05 18:40:06,24865,7608690,24865,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399852/SRR8399852.sralite.1,SRX5209159,217241219_Ankur238-D2S-55-6_S256,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213673,SAMN10697092,simple,32630,synthetic construct,217241219_Ankur238-D2S-55-6_S256_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,1787B24882BCAF4F7CAAF9A64E2273F4,0EA706E571156F6D00C5327EE91136D5
SRR8399715,2019-01-05 18:42:23,2019-01-05 18:39:53,20679,6327774,20679,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399715/SRR8399715.sralite.1,SRX5208783,217242129_Ankur007-A1S-45-7_S7,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213297,SAMN10696877,simple,32630,synthetic construct,217242129_Ankur007-A1S-45-7_S7_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,965400E0EAD70A54531DF734F7FD0A93,D82CE86117AC8AE652334C0D639DEEA9
SRR8399756,2019-01-05 18:43:23,2019-01-05 18:39:58,17785,5442210,17785,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399756/SRR8399756.sralite.1,SRX5209255,217242140_Ankur031-A4S-45-7_S31,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213769,SAMN10696925,simple,32630,synthetic construct,217242140_Ankur031-A4S-45-7_S31_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,18AECBA14F74BFC7CD61635C8468A02B,68A35A8CC1F8ED75B0BFD842DA15B8EC
SRR8399455,2019-01-05 18:42:28,2019-01-05 18:39:34,22327,6832062,22327,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399455/SRR8399455.sralite.1,SRX5209043,217242147_Ankur053-A2S-55-5_S53,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213557,SAMN10696899,simple,32630,synthetic construct,217242147_Ankur053-A2S-55-5_S53_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,4AE24AC62BD6233BB54B51FD65D1A1CC,031954330C494A25BF8F0C62222A9B7F
SRR8399500,2019-01-05 18:42:27,2019-01-05 18:39:38,26589,8136234,26589,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399500/SRR8399500.sralite.1,SRX5208998,217242157_Ankur105-B4S-45-1_S123,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213512,SAMN10696999,simple,32630,synthetic construct,217242157_Ankur105-B4S-45-1_S123_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,377F05E958B41B80A8750F65122034DF,CE3E01250D0BAB10C6BDECB528A71191
SRR8399659,2019-01-05 18:42:24,2019-01-05 18:39:53,25509,7805754,25509,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399659/SRR8399659.sralite.1,SRX5208839,217242164_Ankur127-C2S-45-7_S145,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213353,SAMN10697037,simple,32630,synthetic construct,217242164_Ankur127-C2S-45-7_S145_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,6232AAEF780F197DB70C5748CFE44EB7,D2242D0ECBEF5D81F34F740FB59248C8
SRR8399549,2019-01-05 18:42:26,2019-01-05 18:39:39,27782,8501292,27782,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399549/SRR8399549.sralite.1,SRX5208949,217242165_Ankur130-C3S-45-2_S148,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213463,SAMN10697048,simple,32630,synthetic construct,217242165_Ankur130-C3S-45-2_S148_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,23DABB3151C7AE2005609E65359E0C1A,9A833988885EBA660DFB993B8A39DCEA
SRR8399546,2019-01-05 18:42:26,2019-01-05 18:39:42,29212,8938872,29212,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399546/SRR8399546.sralite.1,SRX5208952,217242167_Ankur133-C3S-45-5_S151,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213466,SAMN10697051,simple,32630,synthetic construct,217242167_Ankur133-C3S-45-5_S151_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,2CE6CC3F195DB9B142F52060DAF3E462,51BB52A85E43713FF7B13B7110A6F01F
SRR8399574,2019-01-05 18:42:26,2019-01-05 18:39:44,32384,9909504,32384,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399574/SRR8399574.sralite.1,SRX5208924,217242168_Ankur141-D1S-45-5_S159,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213438,SAMN10697067,simple,32630,synthetic construct,217242168_Ankur141-D1S-45-5_S159_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,C835D5DCC7D09F69DE1F563196556885,BC2C33A1AC58898524C54DE9C34387D3
SRR8399847,2019-01-05 18:43:21,2019-01-05 18:40:10,24909,7622154,24909,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399847/SRR8399847.sralite.1,SRX5209164,217242171_Ankur151-D2S-45-7_S169,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213678,SAMN10697085,simple,32630,synthetic construct,217242171_Ankur151-D2S-45-7_S169_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,E0C752D343E77E2B86D1CE3DCA9D10F7,6987DFE92E49547077026DD57FE6D31F
SRR8399815,2019-01-05 18:43:21,2019-01-05 18:40:04,27753,8492418,27753,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399815/SRR8399815.sralite.1,SRX5209196,217242176_Ankur175-B1S-55-7_S193,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213710,SAMN10696965,simple,32630,synthetic construct,217242176_Ankur175-B1S-55-7_S193_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,A609C5803572BE8BD7B2350B3C45AE57,2D1F31F53DB961D5DF2DCF783B1EA48A
SRR8399849,2019-01-05 18:43:21,2019-01-05 18:40:10,25601,7833906,25601,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399849/SRR8399849.sralite.1,SRX5209162,217242196_Ankur233-D2S-55-1_S251,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213676,SAMN10697087,simple,32630,synthetic construct,217242196_Ankur233-D2S-55-1_S251_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,6BC98A9C2FEF4C753243F68604EA8C1A,C2F8C5E379D2681412E0ACC61FE6FB02
SRR8399702,2019-01-05 18:42:23,2019-01-05 18:39:56,24368,7456608,24368,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399702/SRR8399702.sralite.1,SRX5208796,217242204_Ankur249-E2S-55-1_S267,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213310,SAMN10697119,simple,32630,synthetic construct,217242204_Ankur249-E2S-55-1_S267_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,5D0C52AD823FDFD2B16A4CCA460003DA,AD1D0C2D569A4265A6121ED9D0FF6BC7
SRR8399701,2019-01-05 18:42:23,2019-01-05 18:39:54,23957,7330842,23957,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399701/SRR8399701.sralite.1,SRX5208797,217242205_Ankur250-E2S-55-2_S268,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213311,SAMN10697120,simple,32630,synthetic construct,217242205_Ankur250-E2S-55-2_S268_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,27C5486E0EEE755FFFFA162CA9460C35,386E29F2CFA8A7287C116784F670FDAD
SRR8399568,2019-01-05 18:42:26,2019-01-05 18:39:43,30349,9286794,30349,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399568/SRR8399568.sralite.1,SRX5208930,217242207_Ankur253-E2S-55-5_S271,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213444,SAMN10697123,simple,32630,synthetic construct,217242207_Ankur253-E2S-55-5_S271_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,1AE23C0DAE3639A1A6F9592370169336,1252780341988A08ADEAC7C01E23707B
SRR8399647,2019-01-05 18:42:24,2019-01-05 18:39:48,23554,7207524,23554,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399647/SRR8399647.sralite.1,SRX5208851,217243134_Ankur002-A1S-45-2_S2,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213365,SAMN10696872,simple,32630,synthetic construct,217243134_Ankur002-A1S-45-2_S2_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,7083B5B4DE5A0E6D3930BB44A5F1C582,AF8C6617D5E94143FBDDBF28A06596F5
SRR8399861,2019-01-05 18:43:20,2019-01-05 18:40:08,19705,6029730,19705,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399861/SRR8399861.sralite.1,SRX5209150,217243137_Ankur013-A2S-45-5_S13,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213664,SAMN10696891,simple,32630,synthetic construct,217243137_Ankur013-A2S-45-5_S13_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,F6EF9F3D2D4CC456CC2E4C518F11EFC7,FFF5C724B2EE7B5BCE13E7B398415144
SRR8399592,2019-01-05 18:42:25,2019-01-05 18:39:42,17134,5243004,17134,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399592/SRR8399592.sralite.1,SRX5208906,217243140_Ankur023-A3S-45-7_S23,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213420,SAMN10696909,simple,32630,synthetic construct,217243140_Ankur023-A3S-45-7_S23_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,22A9B318DCD05C784015C99B945F19C2,F33B7D41DF2DB03C344A72E40C241D59
SRR8399673,2019-01-05 18:42:24,2019-01-05 18:39:50,20583,6298398,0,306,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399673/SRR8399673.sralite.1,SRX5208825,217243143_Ankur038-A6S-45-6_S38,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213339,SAMN10696940,simple,32630,synthetic construct,217243143_Ankur038-A6S-45-6_S38_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,,
SRR8399750,2019-01-05 18:43:23,2019-01-05 18:39:59,21133,6466698,21133,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399750/SRR8399750.sralite.1,SRX5209260,217243151_Ankur072-A4S-55-8_S72,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213773,SAMN10696934,simple,32630,synthetic construct,217243151_Ankur072-A4S-55-8_S72_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,18CD2B1B3A6540F586B31592BB9D8F8B,BA6D87613A90AEBBCCFB2CB7EECFC699
SRR8399609,2019-01-05 18:42:25,2019-01-05 18:39:48,26495,8107470,26495,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399609/SRR8399609.sralite.1,SRX5208889,217243159_Ankur099-B3S-45-3_S117,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213403,SAMN10696985,simple,32630,synthetic construct,217243159_Ankur099-B3S-45-3_S117_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,A66629D9E382677E2C5BDC12B75ADF43,39A38FB16E1C620BD60B00E503B68C43
SRR8399883,2019-01-05 18:43:20,2019-01-05 18:40:35,28073,8590338,28073,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399883/SRR8399883.sralite.1,SRX5209128,217243166_Ankur117-C1S-45-5_S135,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213642,SAMN10697019,simple,32630,synthetic construct,217243166_Ankur117-C1S-45-5_S135_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,6D647EB745595735B0093F592BF4C1A6,D87AA3DC998DA465638433BB29415963
SRR8399517,2019-01-05 18:42:27,2019-01-05 18:39:36,26845,8214570,26845,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399517/SRR8399517.sralite.1,SRX5208981,217243168_Ankur119-C1S-45-7_S137,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213494,SAMN10697021,simple,32630,synthetic construct,217243168_Ankur119-C1S-45-7_S137_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,901EDE572079E496D2CF821B9C521FB3,93D30F71FEBAF896C98162B75AE7BF8D
SRR8399699,2019-01-05 18:42:23,2019-01-05 18:39:53,30771,9415926,30771,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399699/SRR8399699.sralite.1,SRX5208799,217243174_Ankur145-D2S-45-1_S163,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213313,SAMN10697079,simple,32630,synthetic construct,217243174_Ankur145-D2S-45-1_S163_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,AB712C23CABA507DD348F7588C42D115,92B9F85905650D9CCD8F221FD516C6AF
SRR8399698,2019-01-05 18:42:23,2019-01-05 18:39:53,31827,9739062,31827,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399698/SRR8399698.sralite.1,SRX5208800,217243175_Ankur148-D2S-45-4_S166,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213314,SAMN10697082,simple,32630,synthetic construct,217243175_Ankur148-D2S-45-4_S166_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,F767A1A6C842CBEE255AF4147263618E,66037ABA5631608FA80401C5879C9A1C
SRR8399734,2019-01-05 18:42:23,2019-01-05 18:39:58,25987,7952022,25987,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399734/SRR8399734.sralite.1,SRX5208764,217243179_Ankur179-B2S-55-3_S197,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213278,SAMN10696977,simple,32630,synthetic construct,217243179_Ankur179-B2S-55-3_S197_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,A727F087D2E053F05039386D0BDA9637,57D9C6FC09CAE03357B4E5D823318498
SRR8399493,2019-01-05 18:42:27,2019-01-05 18:39:36,29956,9166536,29956,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399493/SRR8399493.sralite.1,SRX5209005,217243182_Ankur192-B3S-55-8_S210,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213519,SAMN10696998,simple,32630,synthetic construct,217243182_Ankur192-B3S-55-8_S210_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,1A686E640BD4CC7AD4B00A94FF35C832,407D8D872049A6639482E818C595C81D
SRR8399872,2019-01-05 18:43:20,2019-01-05 18:40:34,25432,7782192,25432,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399872/SRR8399872.sralite.1,SRX5209139,217243184_Ankur196-B4S-55-4_S214,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213653,SAMN10697010,simple,32630,synthetic construct,217243184_Ankur196-B4S-55-4_S214_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,DB631ED6402DB4EF57938F0A20B86B4A,B79214C407AA888F714A1DD13AB32FBD
SRR8399655,2019-01-05 18:42:24,2019-01-05 18:39:50,30845,9438570,30845,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399655/SRR8399655.sralite.1,SRX5208843,217243188_Ankur211-C2S-55-3_S229,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213357,SAMN10697041,simple,32630,synthetic construct,217243188_Ankur211-C2S-55-3_S229_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,9F50413A766B595F2BFDA9E975FED148,5432236F7065D6B0ED8E5729A785DE3E
SRR8399653,2019-01-05 18:42:24,2019-01-05 18:39:51,25619,7839414,25619,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399653/SRR8399653.sralite.1,SRX5208845,217243189_Ankur213-C2S-55-5_S231,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213359,SAMN10697043,simple,32630,synthetic construct,217243189_Ankur213-C2S-55-5_S231_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,621A31BB301FE844810D9A23623341F9,2A098C878E0D6F5E0DFAAE46D08CC2F8
SRR8399703,2019-01-05 18:42:23,2019-01-05 18:39:53,27267,8343702,27267,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399703/SRR8399703.sralite.1,SRX5208795,217243192_Ankur225-D1S-55-1_S243,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213309,SAMN10697071,simple,32630,synthetic construct,217243192_Ankur225-D1S-55-1_S243_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,1EA0B195C31FD6A6A5080084404477A1,7C87E9A34926ED0BE6076D1E0A24114B
SRR8399693,2019-01-05 18:42:23,2019-01-05 18:39:52,26453,8094618,26453,306,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR008/399/SRR8399693/SRR8399693.sralite.1,SRX5208805,217243195_Ankur231-D1S-55-7_S249,AMPLICON,PCR,SYNTHETIC,PAIRED,0,0,ILLUMINA,Illumina MiniSeq,SRP175540,PRJNA513137,,513137,SRS4213319,SAMN10697077,simple,32630,synthetic construct,217243195_Ankur231-D1S-55-7_S249_L001_R1,,,,,missing,,no,,,,,UNIVERSITY OF ILLINOIS AT CHICAGO,SRA831126,,public,F84139D105746C8904A2765EF384B30B,4CEF4417F982295834745FB1FB2A6FCC
